날짜,시도지역코드,발생건수(건)
2014-03-05,41,97428
2014-03-05,42,10414
2014-03-05,43,13012
2014-03-05,44,18789
2014-03-05,45,15814
2014-03-05,46,16971
2014-03-05,47,21418
2014-03-05,48,26946
2014-03-05,49,4965
2014-03-05,99,408030
2014-03-06,11,78666
2014-03-06,26,30118
2014-03-06,27,19592
2014-03-06,28,22800
2014-03-06,29,12248
2014-03-06,30,14157
2014-03-06,31,10174
2014-03-06,41,101484
2014-03-06,42,11588
2014-03-06,43,12930
2014-03-06,44,19647
2014-03-06,45,16967
2014-03-06,46,17347
2014-03-06,47,21812
2014-03-06,48,28168
2014-03-06,49,5170
2014-03-06,99,423057
2014-03-07,11,85461
2014-03-07,26,32378
2014-03-07,27,20710
2014-03-07,28,23818
2014-03-07,29,12449
2014-03-07,30,14393
2014-03-07,31,10581
2014-03-07,41,106708
2014-03-07,42,12571
2014-03-07,43,13583
2014-03-07,44,20877
2014-03-07,45,17708
2014-03-07,46,18011
2014-03-07,47,23218
2014-03-07,48,29309
2014-03-07,49,5313
2014-03-07,99,447281
2014-03-08,11,83248
2014-03-08,26,32614
2014-03-08,27,21540
2014-03-08,28,24775
2014-03-08,29,13898
2014-03-08,30,15607
2014-03-08,31,11030
2014-03-08,41,111029
2014-03-08,42,11876
2014-03-08,43,13256
2014-03-08,44,19919
2014-03-08,45,16863
2014-03-08,46,16334
2014-03-08,47,21377
2014-03-08,48,28748
2014-03-08,49,4843
2014-03-08,99,447168
2014-03-09,11,9181
2014-03-09,26,4883
2014-03-09,27,3168
2014-03-09,28,4382
2014-03-09,29,3027
2014-03-09,30,4311
2014-03-09,31,2809
2014-03-09,41,22906
2014-03-09,42,1789
2014-03-09,43,3557
2014-03-09,44,4636
2014-03-09,45,3574
2014-03-09,46,5317
2014-03-09,47,3783
2014-03-09,48,5072
2014-03-09,49,2104
2014-03-09,99,84552
2014-03-10,11,84192
2014-03-10,26,26232
