성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
남자,1,57,0.095,2022-07-24 19:52:00,화성서부경찰서
남자,1,55,0.138,2022-07-24 19:58:00,칠곡경찰서
남자,1,36,0.067,2022-07-24 20:03:00,평택경찰서
여자,1,37,0.153,2022-07-24 20:11:00,진해경찰서
남자,1,35,0.223,2022-07-24 20:12:00,창원서부경찰서
남자,1,22,0.116,2022-07-24 20:12:00,평택경찰서
남자,1,46,0.081,2022-07-24 20:13:00,의정부경찰서
남자,1,39,0.107,2022-07-24 20:15:00,수원중부경찰서
여자,1,49,0.107,2022-07-24 20:16:00,아산경찰서
남자,1,40,0.193,2022-07-24 20:22:00,서울강서경찰서
남자,1,46,0.156,2022-07-24 20:22:00,진주경찰서
남자,1,55,0.046,2022-07-24 20:23:00,화성서부경찰서
남자,1,41,0.048,2022-07-24 20:27:00,안양만안경찰서
남자,1,56,0.053,2022-07-24 20:27:00,진주경찰서
남자,1,31,0.113,2022-07-24 20:29:00,수원중부경찰서
남자,1,55,0.066,2022-07-24 20:36:00,삼척경찰서
남자,1,57,0.15,2022-07-24 20:43:00,파주경찰서
남자,1,29,0.175,2022-07-24 20:44:00,익산경찰서
남자,1,60,0.228,2022-07-24 20:45:00,안산단원경찰서
여자,1,39,0.036,2022-07-24 20:47:00,제주동부경찰서
남자,1,59,0.074,2022-07-24 20:48:00,양산경찰서
남자,1,54,0.133,2022-07-24 20:49:00,남양주남부경찰서
남자,1,49,0.168,2022-07-24 20:52:00,경산경찰서
남자,1,65,0.149,2022-07-24 20:52:00,인제경찰서
여자,1,49,0.054,2022-07-24 20:54:00,해남경찰서
남자,1,33,0.108,2022-07-24 20:55:00,괴산경찰서
남자,1,40,0.11,2022-07-24 21:00:00,양산경찰서
남자,1,34,0.069,2022-07-24 21:10:00,양산경찰서
남자,1,55,0.075,2022-07-24 21:12:00,수원중부경찰서
남자,1,26,0.035,2022-07-24 21:13:00,전주완산경찰서
남자,1,31,0.061,2022-07-24 21:14:00,평택경찰서
남자,1,30,0.037,2022-07-24 21:15:00,평택경찰서
남자,1,61,0.099,2022-07-24 21:16:00,광주경찰서
남자,1,28,0.083,2022-07-24 21:16:00,수원중부경찰서
남자,1,64,0.139,2022-07-24 21:17:00,구미경찰서
남자,1,31,0.05,2022-07-24 21:18:00,서귀포경찰서
남자,1,37,0.109,2022-07-24 21:22:00,전주완산경찰서
남자,1,38,0.18,2022-07-24 21:24:00,동해경찰서
남자,1,55,0.121,2022-07-24 21:25:00,구미경찰서
남자,1,56,0.138,2022-07-24 21:26:00,인천논현경찰서
남자,1,56,0.1,2022-07-24 21:27:00,안성경찰서
남자,1,36,0.134,2022-07-24 21:31:00,인천중부경찰서
남자,1,48,0.182,2022-07-24 21:32:00,목포경찰서
남자,1,31,0.056,2022-07-24 21:37:00,평택경찰서
남자,1,19,0.045,2022-07-24 21:39:00,수원서부경찰서
여자,1,49,0.109,2022-07-24 21:40:00,구미경찰서
남자,1,53,0.074,2022-07-24 21:41:00,구리경찰서
남자,1,37,0.117,2022-07-24 21:41:00,용인동부경찰서
남자,1,20,0.096,2022-07-24 21:42:00,수원서부경찰서
여자,1,39,0.081,2022-07-24 21:44:00,거제경찰서
남자,1,38,0.103,2022-07-24 21:45:00,하남경찰서
남자,1,60,0.182,2022-07-24 21:45:00,양주경찰서
남자,1,20,0.069,2022-07-24 21:47:00,수원서부경찰서
남자,1,34,0.214,2022-07-24 21:47:00,서울용산경찰서
남자,1,65,0.212,2022-07-24 21:52:00,경주경찰서
남자,1,50,0.218,2022-07-24 21:57:00,보령경찰서
남자,1,32,0.14,2022-07-24 21:57:00,평택경찰서
남자,1,27,0.044,2022-07-24 21:59:00,인천연수경찰서
남자,1,37,0.031,2022-07-24 21:59:00,전주덕진경찰서
여자,1,44,0.126,2022-07-24 22:00:00,대구동부경찰서
남자,1,52,0.164,2022-07-24 22:06:00,평택경찰서
남자,1,57,0.085,2022-07-24 22:07:00,대전중부경찰서
남자,1,22,0.084,2022-07-24 22:08:00,울산중부경찰서
남자,1,53,0.128,2022-07-24 22:14:00,성남수정경찰서
남자,1,58,0.174,2022-07-24 22:15:00,마산동부경찰서
남자,1,63,0.126,2022-07-24 22:16:00,성남중원경찰서
남자,1,56,0.111,2022-07-24 22:19:00,시흥경찰서
남자,1,54,0.174,2022-07-24 22:19:00,의성경찰서
남자,1,66,0.123,2022-07-24 22:20:00,여수경찰서
남자,1,45,0.068,2022-07-24 22:21:00,서울강서경찰서
남자,1,31,0.063,2022-07-24 22:23:00,서울영등포경찰서
남자,1,29,0.057,2022-07-24 22:23:00,서울강북경찰서
남자,1,70,0.146,2022-07-24 22:26:00,밀양경찰서
남자,1,54,0.059,2022-07-24 22:28:00,부산진경찰서
남자,1,25,0.091,2022-07-24 22:30:00,서귀포경찰서
남자,1,54,0.06,2022-07-24 22:30:00,대구동부경찰서
남자,1,46,0.151,2022-07-24 22:31:00,오산경찰서
남자,1,49,0.107,2022-07-24 22:33:00,경주경찰서
남자,1,33,0.043,2022-07-24 22:35:00,서울강북경찰서
남자,1,47,0.134,2022-07-24 22:35:00,대구동부경찰서
남자,1,30,0.045,2022-07-24 22:39:00,서울강서경찰서
남자,1,43,0.058,2022-07-24 22:39:00,용인동부경찰서
남자,2,32,0.126,2022-07-24 22:39:00,평택경찰서
남자,1,33,0.183,2022-07-24 22:39:00,부산강서경찰서
남자,1,39,0.112,2022-07-24 22:40:00,울산중부경찰서
여자,1,52,0.093,2022-07-24 22:51:00,포항북부경찰서
남자,1,33,0.038,2022-07-24 22:51:00,분당경찰서
남자,1,22,0.131,2022-07-24 22:52:00,김포경찰서
여자,1,45,0.044,2022-07-24 22:57:00,김해서부경찰서
남자,1,35,0.25,2022-07-24 22:58:00,시흥경찰서
남자,1,22,0.067,2022-07-24 23:00:00,광주북부경찰서
남자,1,31,0.12,2022-07-24 23:01:00,서울마포경찰서
남자,1,41,0.079,2022-07-24 23:03:00,양평경찰서
남자,1,25,0.033,2022-07-24 23:04:00,서울광진경찰서
여자,1,23,0.15,2022-07-24 23:04:00,대구서부경찰서
남자,1,36,0.126,2022-07-24 23:05:00,파주경찰서
여자,1,49,0.133,2022-07-24 23:07:00,용인동부경찰서
남자,1,22,0.07,2022-07-24 23:09:00,안양동안경찰서
여자,1,22,0.03,2022-07-24 23:11:00,평택경찰서
여자,1,21,0.064,2022-07-24 23:12:00,평택경찰서
남자,1,45,0.161,2022-07-24 23:15:00,평택경찰서
남자,1,47,0.115,2022-07-24 23:16:00,통영경찰서
남자,1,53,0.167,2022-07-24 23:17:00,대전동부경찰서
남자,1,44,0.042,2022-07-24 23:23:00,용인동부경찰서
남자,1,48,0.189,2022-07-24 23:24:00,인천남동경찰서
여자,1,43,0.078,2022-07-24 23:26:00,수원남부경찰서
남자,1,42,0.106,2022-07-24 23:26:00,대구남부경찰서
여자,1,38,0.06,2022-07-24 23:31:00,수원남부경찰서
남자,2,43,0.252,2022-07-24 23:33:00,청주흥덕경찰서
남자,1,33,0.08,2022-07-24 23:34:00,천안서북경찰서
남자,1,25,0.098,2022-07-24 23:40:00,화성동탄경찰서
남자,1,34,0.097,2022-07-24 23:40:00,인천서부경찰서
남자,1,68,0.152,2022-07-24 23:44:00,완도경찰서
남자,1,39,0.073,2022-07-24 23:46:00,부천원미경찰서
남자,1,23,0.192,2022-07-24 23:46:00,부산기장경찰서
여자,1,25,0.095,2022-07-24 23:46:00,대구북부경찰서
여자,1,34,0.226,2022-07-24 23:54:00,부천원미경찰서
남자,1,54,0.184,2022-07-24 23:54:00,인천남동경찰서
남자,1,67,0.189,2022-07-24 23:55:00,서울영등포경찰서
남자,1,50,0.185,2022-07-24 23:57:00,속초경찰서
남자,1,24,0.087,2022-07-24 23:57:00,서울강남경찰서
남자,1,41,0.184,2022-07-24 23:58:00,부천원미경찰서
남자,1,33,0.127,2022-07-25 00:01:00,광주서부경찰서
남자,1,31,0.053,2022-07-25 00:04:00,천안동남경찰서
남자,1,68,0.132,2022-07-25 00:05:00,광명경찰서
남자,1,27,0.087,2022-07-25 00:07:00,제주서부경찰서
여자,1,31,0.13,2022-07-25 00:09:00,대구동부경찰서
남자,1,61,0.141,2022-07-25 00:09:00,천안동남경찰서
남자,1,26,0.08,2022-07-25 00:10:00,일산동부경찰서
여자,1,38,0.11,2022-07-25 00:12:00,고양경찰서
남자,1,25,0.116,2022-07-25 00:14:00,광주서부경찰서
남자,1,58,0.124,2022-07-25 00:19:00,마산동부경찰서
남자,1,23,0.161,2022-07-25 00:22:00,광주북부경찰서
남자,1,31,0.04,2022-07-25 00:23:00,수원중부경찰서
남자,1,36,0.167,2022-07-25 00:24:00,대구성서경찰서
남자,1,33,0.222,2022-07-25 00:26:00,포천경찰서
남자,1,45,0.049,2022-07-25 00:30:00,인천남동경찰서
남자,1,29,0.111,2022-07-25 00:30:00,양산경찰서
남자,1,39,0.089,2022-07-25 00:36:00,서울수서경찰서
남자,1,67,0.079,2022-07-25 00:37:00,전주덕진경찰서
여자,1,62,0.244,2022-07-25 00:38:00,포천경찰서
남자,1,51,0.121,2022-07-25 00:40:00,대전동부경찰서
남자,1,51,0.164,2022-07-25 00:51:00,서울노원경찰서
남자,1,59,0.147,2022-07-25 00:56:00,서울금천경찰서
남자,1,41,0.185,2022-07-25 00:57:00,남양주북부경찰서
여자,1,29,0.143,2022-07-25 00:58:00,부산강서경찰서
남자,1,48,0.19,2022-07-25 00:59:00,태안경찰서
남자,1,56,0.122,2022-07-25 01:00:00,이천경찰서
남자,1,20,0.099,2022-07-25 01:03:00,수원중부경찰서
남자,1,20,0.078,2022-07-25 01:08:00,수원중부경찰서
남자,1,38,0.114,2022-07-25 01:11:00,대구동부경찰서
남자,1,40,0.067,2022-07-25 01:11:00,시흥경찰서
남자,1,40,0.17,2022-07-25 01:16:00,경산경찰서
남자,1,51,0.112,2022-07-25 01:20:00,안산단원경찰서
여자,1,39,0.118,2022-07-25 01:20:00,대구성서경찰서
남자,1,38,0.077,2022-07-25 01:21:00,서울강남경찰서
남자,1,18,0.077,2022-07-25 01:22:00,의정부경찰서
여자,1,45,0.095,2022-07-25 01:26:00,서울강서경찰서
남자,1,51,0.156,2022-07-25 01:30:00,태안경찰서
남자,1,26,0.108,2022-07-25 01:31:00,서울광진경찰서
남자,1,70,0.078,2022-07-25 01:32:00,군산경찰서
여자,1,35,0.167,2022-07-25 01:40:00,시흥경찰서
남자,1,26,0.162,2022-07-25 01:43:00,천안서북경찰서
남자,1,28,0.185,2022-07-25 01:48:00,서귀포경찰서
남자,1,52,0.184,2022-07-25 01:50:00,파주경찰서
남자,1,31,0.037,2022-07-25 01:56:00,수원중부경찰서
남자,1,21,0.032,2022-07-25 02:04:00,서울관악경찰서
남자,1,27,0.092,2022-07-25 02:07:00,수원남부경찰서
여자,1,33,0.219,2022-07-25 02:10:00,진천경찰서
남자,1,24,0.178,2022-07-25 02:18:00,대전둔산경찰서
남자,1,21,0.298,2022-07-25 02:21:00,논산경찰서
남자,1,21,0.196,2022-07-25 02:24:00,동해경찰서
여자,1,34,0.044,2022-07-25 02:26:00,대구동부경찰서
남자,1,32,0.104,2022-07-25 02:30:00,서울서초경찰서
남자,1,41,0.16,2022-07-25 02:40:00,창원서부경찰서
남자,1,32,0.108,2022-07-25 02:46:00,평택경찰서
남자,1,54,0.155,2022-07-25 02:48:00,창원서부경찰서
여자,1,35,0.14,2022-07-25 02:53:00,서울서초경찰서
남자,1,32,0.079,2022-07-25 03:10:00,고양경찰서
남자,1,22,0.133,2022-07-25 03:14:00,마산중부경찰서
남자,1,39,0.089,2022-07-25 03:18:00,구미경찰서
남자,1,24,0.16,2022-07-25 03:20:00,광주서부경찰서
남자,1,20,0.179,2022-07-25 03:20:00,부산진경찰서
남자,1,21,0.149,2022-07-25 03:25:00,성남중원경찰서
여자,1,32,0.196,2022-07-25 03:30:00,인천연수경찰서
남자,1,39,0.228,2022-07-25 03:36:00,부산진경찰서
여자,1,45,0.116,2022-07-25 03:56:00,평택경찰서
남자,1,40,0.178,2022-07-25 04:03:00,구미경찰서
남자,1,40,0.123,2022-07-25 04:22:00,울산동부경찰서
남자,1,43,0.175,2022-07-25 04:32:00,인천서부경찰서
남자,1,65,0.091,2022-07-25 04:46:00,익산경찰서
남자,1,33,0.095,2022-07-25 04:51:00,부산연제경찰서
남자,1,25,0.117,2022-07-25 05:01:00,수원남부경찰서
남자,1,43,0.094,2022-07-25 05:23:00,서울구로경찰서
남자,1,40,0.135,2022-07-25 05:36:00,대전유성경찰서
남자,1,50,0.096,2022-07-25 05:45:00,공주경찰서
남자,1,47,0.18,2022-07-25 05:46:00,서울노원경찰서
남자,1,23,0.159,2022-07-25 05:46:00,서울구로경찰서
여자,1,24,0.048,2022-07-25 05:53:00,홍천경찰서
남자,1,24,0.134,2022-07-25 05:56:00,울산동부경찰서
남자,1,25,0.171,2022-07-25 06:01:00,세종남부경찰서
남자,1,29,0.117,2022-07-25 06:08:00,울산울주경찰서
여자,1,40,0.247,2022-07-25 06:13:00,인천논현경찰서
남자,1,46,0.104,2022-07-25 06:27:00,인천연수경찰서
남자,1,24,0.208,2022-07-25 06:55:00,원주경찰서
남자,1,27,0.087,2022-07-25 07:03:00,진안경찰서
남자,1,26,0.116,2022-07-25 07:05:00,창원중부경찰서
여자,1,15,0.066,2022-07-25 07:12:00,안산상록경찰서
남자,1,53,0.135,2022-07-25 07:19:00,여수경찰서
남자,1,30,0.071,2022-07-25 07:24:00,서울강서경찰서
남자,1,50,0.127,2022-07-25 07:24:00,청주상당경찰서
남자,1,45,0.172,2022-07-25 07:38:00,평택경찰서
남자,1,55,0.113,2022-07-25 07:59:00,칠곡경찰서
남자,1,22,0.089,2022-07-25 08:03:00,남양주남부경찰서
남자,1,61,0.247,2022-07-25 08:09:00,울산북부경찰서
남자,1,20,0.207,2022-07-25 08:21:00,창원서부경찰서
여자,1,43,0.084,2022-07-25 08:48:00,대전서부경찰서
남자,1,45,0.054,2022-07-25 09:02:00,인천논현경찰서
남자,1,26,0.148,2022-07-25 09:07:00,파주경찰서
남자,1,19,0.23,2022-07-25 09:19:00,인천연수경찰서
남자,1,50,0.128,2022-07-25 09:21:00,서울송파경찰서
남자,1,27,0.047,2022-07-25 09:30:00,인천미추홀경찰서
남자,1,62,0.05,2022-07-25 10:05:00,인천서부경찰서
남자,1,53,0.045,2022-07-25 11:00:00,천안동남경찰서
여자,1,26,0.043,2022-07-25 11:11:00,경산경찰서
여자,1,42,0.269,2022-07-25 11:56:00,이천경찰서
남자,1,53,0.226,2022-07-25 12:35:00,안성경찰서
남자,1,33,0.125,2022-07-25 13:10:00,구미경찰서
남자,1,48,0.103,2022-07-25 13:15:00,울진경찰서
남자,1,27,0.043,2022-07-25 13:50:00,수원중부경찰서
남자,1,30,0.273,2022-07-25 14:07:00,제주서부경찰서
남자,1,50,0.278,2022-07-25 14:26:00,부산사하경찰서
남자,1,82,0.065,2022-07-25 15:33:00,서울마포경찰서
남자,1,50,0.108,2022-07-25 15:35:00,태안경찰서
여자,1,51,0.171,2022-07-25 15:55:00,사천경찰서
남자,1,37,0.269,2022-07-25 16:33:00,서울구로경찰서
남자,1,73,0.098,2022-07-25 16:47:00,전주완산경찰서
남자,1,57,0.042,2022-07-25 17:33:00,제천경찰서
남자,1,65,0.035,2022-07-25 17:37:00,부산사상경찰서
남자,1,50,0.275,2022-07-25 17:53:00,인천남동경찰서
남자,1,63,0.188,2022-07-25 18:03:00,천안서북경찰서
남자,1,54,0.102,2022-07-25 18:14:00,속초경찰서
남자,1,71,0.119,2022-07-25 18:19:00,공주경찰서
여자,1,32,0.128,2022-07-25 18:34:00,인천연수경찰서
남자,1,61,0.197,2022-07-25 18:52:00,공주경찰서
남자,1,62,0.195,2022-07-25 18:53:00,인천남동경찰서
남자,1,51,0.169,2022-07-25 19:03:00,경남고성경찰서
남자,1,48,0.097,2022-07-25 19:12:00,청양경찰서
남자,1,47,0.157,2022-07-25 19:19:00,인천강화경찰서
남자,1,66,0.216,2022-07-25 19:20:00,광주동부경찰서
남자,1,46,0.125,2022-07-25 19:24:00,안산상록경찰서
남자,1,48,0.239,2022-07-25 19:34:00,일산서부경찰서
남자,1,60,0.16,2022-07-25 19:42:00,이천경찰서
남자,1,64,0.141,2022-07-25 19:42:00,영동경찰서
남자,1,36,0.141,2022-07-25 19:42:00,인천논현경찰서
남자,1,44,0.236,2022-07-25 19:43:00,서울은평경찰서
남자,1,64,0.032,2022-07-25 19:43:00,진천경찰서
남자,1,62,0.064,2022-07-25 20:14:00,안산단원경찰서
남자,1,59,0.156,2022-07-25 20:23:00,용인서부경찰서
남자,1,47,0.159,2022-07-25 20:34:00,수원남부경찰서
남자,1,27,0.102,2022-07-25 20:47:00,평택경찰서
남자,1,48,0.177,2022-07-25 20:49:00,포항남부경찰서
남자,1,48,0.071,2022-07-25 20:51:00,동두천경찰서
남자,1,67,0.066,2022-07-25 20:53:00,화성서부경찰서
여자,1,40,0.032,2022-07-25 20:56:00,제주동부경찰서
남자,1,62,0.073,2022-07-25 20:58:00,안동경찰서
남자,1,70,0.047,2022-07-25 20:59:00,가평경찰서
남자,1,54,0.063,2022-07-25 21:08:00,광주동부경찰서
남자,1,38,0.083,2022-07-25 21:09:00,순천경찰서
남자,1,29,0.166,2022-07-25 21:10:00,안산상록경찰서
남자,1,35,0.149,2022-07-25 21:11:00,인천남동경찰서
남자,1,37,0.088,2022-07-25 21:12:00,울산남부경찰서
남자,1,66,0.051,2022-07-25 21:13:00,대구남부경찰서
여자,1,51,0.123,2022-07-25 21:17:00,부산사하경찰서
남자,1,36,0.085,2022-07-25 21:19:00,울산북부경찰서
남자,1,42,0.038,2022-07-25 21:21:00,광주경찰서
남자,1,55,0.079,2022-07-25 21:26:00,전주완산경찰서
남자,1,56,0.1,2022-07-25 21:26:00,청주청원경찰서
남자,1,74,0.224,2022-07-25 21:27:00,부여경찰서
남자,1,25,0.031,2022-07-25 21:29:00,익산경찰서
남자,1,64,0.19,2022-07-25 21:30:00,인천계양경찰서
남자,1,47,0.134,2022-07-25 21:31:00,화성서부경찰서
남자,1,43,0.067,2022-07-25 21:33:00,의정부경찰서
남자,1,50,0.061,2022-07-25 21:35:00,성남수정경찰서
남자,1,57,0.217,2022-07-25 21:35:00,김해중부경찰서
남자,1,31,0.128,2022-07-25 21:35:00,의정부경찰서
여자,1,40,0.094,2022-07-25 21:37:00,의성경찰서
남자,1,38,0.044,2022-07-25 21:43:00,대전동부경찰서
여자,1,36,0.106,2022-07-25 21:52:00,서귀포경찰서
남자,1,32,0.039,2022-07-25 21:52:00,대구서부경찰서
여자,1,53,0.192,2022-07-25 21:53:00,수원중부경찰서
남자,1,67,0.031,2022-07-25 21:58:00,광주서부경찰서
여자,1,67,0.035,2022-07-25 22:01:00,광명경찰서
남자,1,34,0.12,2022-07-25 22:04:00,용인서부경찰서
남자,1,30,0.133,2022-07-25 22:05:00,용인동부경찰서
남자,1,30,0.036,2022-07-25 22:06:00,경주경찰서
여자,1,30,0.047,2022-07-25 22:07:00,안성경찰서
남자,1,62,0.193,2022-07-25 22:07:00,포항남부경찰서
남자,1,33,0.141,2022-07-25 22:08:00,광주서부경찰서
남자,1,65,0.055,2022-07-25 22:09:00,강릉경찰서
남자,1,51,0.055,2022-07-25 22:10:00,밀양경찰서
남자,1,65,0.031,2022-07-25 22:10:00,서울관악경찰서
남자,1,46,0.104,2022-07-25 22:11:00,양산경찰서
여자,1,47,0.127,2022-07-25 22:17:00,의정부경찰서
남자,1,53,0.142,2022-07-25 22:20:00,포항남부경찰서
남자,1,54,0.112,2022-07-25 22:28:00,대구달서경찰서
남자,1,63,0.087,2022-07-25 22:32:00,밀양경찰서
남자,1,37,0.047,2022-07-25 22:33:00,여수경찰서
남자,1,36,0.064,2022-07-25 22:35:00,평택경찰서
남자,1,62,0.072,2022-07-25 22:36:00,용인동부경찰서
남자,1,46,0.048,2022-07-25 22:39:00,안양만안경찰서
남자,1,51,0.156,2022-07-25 22:40:00,서산경찰서
남자,1,44,0.159,2022-07-25 22:41:00,대구동부경찰서
남자,1,46,0.132,2022-07-25 22:41:00,가평경찰서
남자,1,57,0.155,2022-07-25 22:45:00,익산경찰서
남자,1,35,0.115,2022-07-25 22:49:00,서울남대문경찰서
남자,1,29,0.156,2022-07-25 22:51:00,수원남부경찰서
남자,1,33,0.106,2022-07-25 22:51:00,서울수서경찰서
남자,1,40,0.121,2022-07-25 22:56:00,화성서부경찰서
남자,1,32,0.186,2022-07-25 22:57:00,인천서부경찰서
남자,1,54,0.083,2022-07-25 22:57:00,구리경찰서
남자,1,35,0.054,2022-07-25 22:58:00,서울종로경찰서
남자,1,32,0.098,2022-07-25 22:58:00,경산경찰서
남자,1,39,0.036,2022-07-25 22:59:00,서울남대문경찰서
여자,1,37,0.16,2022-07-25 23:00:00,부산해운대경찰서
남자,1,50,0.041,2022-07-25 23:04:00,거제경찰서
남자,1,25,0.176,2022-07-25 23:07:00,대구성서경찰서
남자,1,20,0.061,2022-07-25 23:08:00,광주남부경찰서
남자,1,61,0.057,2022-07-25 23:10:00,포항북부경찰서
남자,1,27,0.083,2022-07-25 23:12:00,인천삼산경찰서
남자,1,25,0.143,2022-07-25 23:20:00,성남중원경찰서
남자,1,26,0.174,2022-07-25 23:21:00,수원남부경찰서
남자,1,49,0.223,2022-07-25 23:22:00,일산동부경찰서
남자,1,31,0.211,2022-07-25 23:24:00,부천원미경찰서
여자,1,45,0.133,2022-07-25 23:31:00,김해중부경찰서
남자,1,41,0.165,2022-07-25 23:32:00,분당경찰서
남자,1,41,0.081,2022-07-25 23:34:00,성남중원경찰서
남자,1,35,0.076,2022-07-25 23:35:00,광주서부경찰서
여자,1,55,0.049,2022-07-25 23:36:00,경산경찰서
남자,1,57,0.063,2022-07-25 23:37:00,수원남부경찰서
남자,1,60,0.055,2022-07-25 23:38:00,김해중부경찰서
남자,1,58,0.107,2022-07-25 23:39:00,부산북부경찰서
여자,1,31,0.168,2022-07-25 23:40:00,평택경찰서
남자,1,47,0.16,2022-07-25 23:41:00,안양동안경찰서
남자,1,54,0.088,2022-07-25 23:41:00,통영경찰서
남자,1,33,0.069,2022-07-25 23:42:00,광주서부경찰서
남자,1,45,0.122,2022-07-25 23:44:00,서귀포경찰서
남자,1,28,0.066,2022-07-25 23:45:00,울산남부경찰서
남자,1,31,0.071,2022-07-25 23:49:00,진주경찰서
남자,1,33,0.142,2022-07-25 23:51:00,인천미추홀경찰서
남자,1,40,0.18,2022-07-25 23:52:00,예산경찰서
남자,1,53,0.039,2022-07-25 23:58:00,인천남동경찰서
남자,1,66,0.081,2022-07-26 00:04:00,용인서부경찰서
남자,1,30,0.266,2022-07-26 00:04:00,진주경찰서
남자,1,38,0.135,2022-07-26 00:04:00,서울구로경찰서
남자,1,49,0.149,2022-07-26 00:06:00,광주경찰서
남자,1,31,0.194,2022-07-26 00:07:00,광명경찰서
남자,1,49,0.046,2022-07-26 00:08:00,창원서부경찰서
여자,1,23,0.266,2022-07-26 00:08:00,시흥경찰서
남자,1,60,0.038,2022-07-26 00:09:00,인천서부경찰서
남자,1,39,0.235,2022-07-26 00:12:00,강릉경찰서
남자,1,42,0.125,2022-07-26 00:12:00,일산동부경찰서
남자,1,41,0.281,2022-07-26 00:12:00,서귀포경찰서
남자,1,46,0.115,2022-07-26 00:12:00,이천경찰서
남자,1,21,0.095,2022-07-26 00:13:00,인천미추홀경찰서
여자,1,27,0.159,2022-07-26 00:20:00,성남수정경찰서
여자,1,22,0.073,2022-07-26 00:20:00,부천원미경찰서
남자,1,44,0.177,2022-07-26 00:20:00,여주경찰서
남자,1,24,0.12,2022-07-26 00:24:00,홍천경찰서
남자,1,32,0.092,2022-07-26 00:31:00,수원남부경찰서
남자,1,49,0.18,2022-07-26 00:33:00,서울영등포경찰서
남자,1,28,0.168,2022-07-26 00:37:00,진천경찰서
남자,1,35,0.115,2022-07-26 00:38:00,시흥경찰서
남자,1,36,0.176,2022-07-26 00:39:00,수원서부경찰서
남자,1,26,0.112,2022-07-26 00:42:00,부천원미경찰서
남자,1,54,0.14,2022-07-26 00:45:00,서산경찰서
남자,1,33,0.164,2022-07-26 00:48:00,일산서부경찰서
남자,1,26,0.072,2022-07-26 00:48:00,수원중부경찰서
남자,1,54,0.144,2022-07-26 00:50:00,창원중부경찰서
남자,1,59,0.084,2022-07-26 00:51:00,광주동부경찰서
남자,1,40,0.14,2022-07-26 00:52:00,시흥경찰서
남자,1,43,0.093,2022-07-26 00:53:00,완주경찰서
남자,1,34,0.135,2022-07-26 00:57:00,서울용산경찰서
남자,1,43,0.09,2022-07-26 01:02:00,대구달성경찰서
남자,1,56,0.147,2022-07-26 01:05:00,인천논현경찰서
남자,1,61,0.118,2022-07-26 01:06:00,분당경찰서
남자,1,48,0.209,2022-07-26 01:06:00,인천남동경찰서
남자,1,26,0.129,2022-07-26 01:07:00,울산북부경찰서
남자,1,60,0.076,2022-07-26 01:11:00,익산경찰서
남자,1,32,0.211,2022-07-26 01:13:00,서귀포경찰서
남자,1,45,0.143,2022-07-26 01:14:00,군산경찰서
남자,1,28,0.035,2022-07-26 01:18:00,수원중부경찰서
남자,1,44,0.205,2022-07-26 01:20:00,대전서부경찰서
여자,1,33,0.11,2022-07-26 01:22:00,서울은평경찰서
여자,1,19,0.117,2022-07-26 01:23:00,수원중부경찰서
남자,1,36,0.122,2022-07-26 01:25:00,인천연수경찰서
남자,1,50,0.106,2022-07-26 01:26:00,통영경찰서
남자,1,26,0.033,2022-07-26 01:28:00,부산기장경찰서
남자,1,37,0.101,2022-07-26 01:29:00,용인동부경찰서
남자,1,29,0.111,2022-07-26 01:40:00,일산동부경찰서
남자,1,35,0.162,2022-07-26 01:41:00,남해경찰서
남자,1,33,0.142,2022-07-26 01:43:00,화성서부경찰서
남자,1,25,0.142,2022-07-26 01:46:00,충주경찰서
남자,1,66,0.073,2022-07-26 01:48:00,대구북부경찰서
남자,1,47,0.214,2022-07-26 01:50:00,순천경찰서
남자,1,18,0.077,2022-07-26 01:57:00,대구북부경찰서
남자,1,35,0.08,2022-07-26 01:57:00,안산상록경찰서
남자,1,25,0.13,2022-07-26 02:05:00,시흥경찰서
남자,1,26,0.165,2022-07-26 02:09:00,서울광진경찰서
남자,1,28,0.142,2022-07-26 02:12:00,서울강서경찰서
여자,1,55,0.146,2022-07-26 02:18:00,순천경찰서
남자,1,21,0.193,2022-07-26 02:23:00,부산해운대경찰서
남자,1,56,0.088,2022-07-26 02:24:00,부천오정경찰서
남자,1,45,0.163,2022-07-26 02:26:00,서울영등포경찰서
남자,1,53,0.185,2022-07-26 02:28:00,서울강남경찰서
남자,1,26,0.138,2022-07-26 02:30:00,서울서부경찰서
남자,1,28,0.203,2022-07-26 02:31:00,창원중부경찰서
여자,1,43,0.046,2022-07-26 02:32:00,전주완산경찰서
여자,1,36,0.153,2022-07-26 02:34:00,부천소사경찰서
남자,1,43,0.184,2022-07-26 02:37:00,인천남동경찰서
남자,1,28,0.258,2022-07-26 02:37:00,부산해운대경찰서
남자,1,42,0.066,2022-07-26 02:40:00,안산단원경찰서
남자,1,47,0.038,2022-07-26 02:45:00,대구강북경찰서
남자,1,56,0.188,2022-07-26 02:45:00,김해중부경찰서
남자,1,17,0.186,2022-07-26 02:48:00,서울강남경찰서
남자,1,39,0.142,2022-07-26 02:50:00,김포경찰서
남자,1,25,0.095,2022-07-26 02:54:00,의왕경찰서
남자,1,40,0.156,2022-07-26 02:57:00,고양경찰서
남자,1,22,0.118,2022-07-26 03:11:00,거제경찰서
남자,1,24,0.078,2022-07-26 03:18:00,서울강서경찰서
남자,1,24,0.109,2022-07-26 03:20:00,전주덕진경찰서
