날짜,시도지역코드,발생건수(건)
2014-02-20,41,7792
2014-02-20,42,1111
2014-02-20,43,1113
2014-02-20,44,1564
2014-02-20,45,1865
2014-02-20,46,1446
2014-02-20,47,2275
2014-02-20,48,2321
2014-02-20,49,531
2014-02-20,99,35612
2014-02-21,11,7597
2014-02-21,26,2604
2014-02-21,27,2182
2014-02-21,28,1635
2014-02-21,29,876
2014-02-21,30,1160
2014-02-21,31,784
2014-02-21,41,8440
2014-02-21,42,1206
2014-02-21,43,1188
2014-02-21,44,1684
2014-02-21,45,1870
2014-02-21,46,1537
2014-02-21,47,2424
2014-02-21,48,2592
2014-02-21,49,650
2014-02-21,99,38436
2014-02-22,11,5850
2014-02-22,26,1841
2014-02-22,27,1785
2014-02-22,28,1312
2014-02-22,29,811
2014-02-22,30,963
2014-02-22,31,597
2014-02-22,41,6765
2014-02-22,42,774
2014-02-22,43,952
2014-02-22,44,1314
2014-02-22,45,1266
2014-02-22,46,1105
2014-02-22,47,1771
2014-02-22,48,1923
2014-02-22,49,415
2014-02-22,99,29453
2014-02-23,11,198
2014-02-23,26,43
2014-02-23,27,49
2014-02-23,28,37
2014-02-23,29,41
2014-02-23,30,51
2014-02-23,31,28
2014-02-23,41,406
2014-02-23,42,17
2014-02-23,43,60
2014-02-23,44,40
2014-02-23,45,39
2014-02-23,46,66
2014-02-23,47,36
2014-02-23,48,72
2014-02-23,49,41
2014-02-23,99,1224
2014-02-24,11,9723
2014-02-24,26,3393
2014-02-24,27,2795
2014-02-24,28,2189
2014-02-24,29,1299
2014-02-24,30,1463
2014-02-24,31,930
2014-02-24,41,10907
2014-02-24,42,1467
2014-02-24,43,1462
2014-02-24,44,2143
2014-02-24,45,2529
2014-02-24,46,1939
2014-02-24,47,3114
2014-02-24,48,3173
2014-02-24,49,732
2014-02-24,99,49268
2014-02-25,11,7762
2014-02-25,26,2670
2014-02-25,27,2221
2014-02-25,28,1583
2014-02-25,29,940
2014-02-25,30,1166
2014-02-25,31,737
2014-02-25,41,8644
2014-02-25,42,1240
2014-02-25,43,1213
2014-02-25,44,1610
2014-02-25,45,1949
2014-02-25,46,1494
2014-02-25,47,2489
2014-02-25,48,2530
2014-02-25,49,615
2014-02-25,99,38872
2014-02-26,11,7621
2014-02-26,26,2136
2014-02-26,27,2035
2014-02-26,28,1676
2014-02-26,29,891
2014-02-26,30,1101
2014-02-26,31,700
2014-02-26,41,8475
2014-02-26,42,1081
2014-02-26,43,1061
2014-02-26,44,1635
2014-02-26,45,1790
2014-02-26,46,1320
2014-02-26,47,2073
2014-02-26,48,2154
2014-02-26,49,530
2014-02-26,99,36288
2014-02-27,11,7560
2014-02-27,26,2605
2014-02-27,27,2110
2014-02-27,28,1619
2014-02-27,29,915
2014-02-27,30,1121
2014-02-27,31,748
2014-02-27,41,8408
2014-02-27,42,1207
2014-02-27,43,1213
2014-02-27,44,1533
2014-02-27,45,1943
2014-02-27,46,1524
2014-02-27,47,2349
2014-02-27,48,2438
2014-02-27,49,563
2014-02-27,99,37866
2014-02-28,11,8405
2014-02-28,26,2560
2014-02-28,27,2168
2014-02-28,28,1765
2014-02-28,29,990
2014-02-28,30,1240
2014-02-28,31,694
2014-02-28,41,9462
2014-02-28,42,1176
2014-02-28,43,1303
2014-02-28,44,1679
2014-02-28,45,2000
2014-02-28,46,1583
2014-02-28,47,2386
2014-02-28,48,2560
2014-02-28,49,640
2014-02-28,99,40625
2014-03-01,11,748
2014-03-01,26,622
2014-03-01,27,749
2014-03-01,28,247
2014-03-01,29,213
2014-03-01,30,305
2014-03-01,31,203
2014-03-01,41,1287
2014-03-01,42,192
2014-03-01,43,369
2014-03-01,44,397
2014-03-01,45,432
2014-03-01,46,418
2014-03-01,47,658
2014-03-01,48,563
2014-03-01,49,233
2014-03-01,99,7641
2014-03-02,11,246
2014-03-02,26,80
2014-03-02,27,55
2014-03-02,28,73
2014-03-02,29,63
2014-03-02,30,47
2014-03-02,31,63
2014-03-02,41,507
2014-03-02,42,22
2014-03-02,43,48
2014-03-02,44,49
2014-03-02,45,47
2014-03-02,46,66
2014-03-02,47,55
2014-03-02,48,78
2014-03-02,49,54
2014-03-02,99,1553
2014-03-03,11,10880
2014-03-03,26,3294
2014-03-03,27,2857
2014-03-03,28,2388
2014-03-03,29,1323
2014-03-03,30,1640
2014-03-03,31,973
2014-03-03,41,11760
2014-03-03,42,1539
2014-03-03,43,1584
2014-03-03,44,2182
2014-03-03,45,2431
2014-03-03,46,1995
2014-03-03,47,3202
2014-03-03,48,3263
2014-03-03,49,792
2014-03-03,99,52119
2014-03-04,11,7934
2014-03-04,26,2504
2014-03-04,27,2091
2014-03-04,28,1740
2014-03-04,29,955
2014-03-04,30,1228
2014-03-04,31,702
2014-03-04,41,8738
2014-03-04,42,1239
2014-03-04,43,1221
2014-03-04,44,1647
2014-03-04,45,1966
2014-03-04,46,1486
2014-03-04,47,2274
2014-03-04,48,2349
2014-03-04,49,555
2014-03-04,99,38641
2014-03-05,11,7544
2014-03-05,26,2451
2014-03-05,27,2003
2014-03-05,28,1602
2014-03-05,29,860
2014-03-05,30,1102
2014-03-05,31,745
